question,result
What red wines would you suggest for someone who enjoys a velvety texture and soft tannins?,"| title                                         | description                                                                                                                                                                                                                                                     | variety                  | country   | region        | winery         | province   |
|:------------------------------------------------------------------------|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------------------|:----------|:---------------------|:--------------------|:-----------|
| Malesan 2001 Blanc  (Bordeaux Blanc)                                    | Four months in oak has given this wine a decidedly soft, creamy texture that meshes nicely with the flavors of ripe peaches and green apples. Yet there's also a crisp, lime-driven finish so the wine doesn't seem heavy. Best Buy.                    | Bordeaux-style White Blend | France    | Bordeaux Blanc       | Malesan             | Bordeaux   |
| Jack Nicklaus Wines 2012 Private Reserve White (Napa Valley)            | Creamy vanilla and spritzy acidity surround a ripe core of baked apple and pear in this white. Full-bodied and touched by oak, it finishes clean and concentrated.                                                                                      | White Blend                | US        | Napa Valley          | Jack Nicklaus Wines | California |
| White Oak 2010 Estate Grown Chardonnay (Russian River Valley)           | This is White Oak's best Chardonnay in years. The wine benefited from the chilly vintage, expressing citrus and tropical fruit flavors while preserving its vital acidity. It shows real elegance.                                                      | Chardonnay                 | US        | Russian River Valley | White Oak           | California |
| Oak Knoll NV Toasted Cow White Vintners Blend White (Willamette Valley) | This delightful, off-dry white is a blend of Pinot Gris, Gewürztraminer, Müller Thurgau, Sauvignon Blanc and Riesling,  perfectly matched to deliver crisp, fruity aromatics and flavors of apples, oranges and pears. It's a terrific anytime quaffer. | White Blend                | US        | Willamette Valley    | Oak Knoll           | Oregon     |
| Kenwood 2012 Vintage White (California)                                 | A versatile white wine, made from Chardonnay and Sauvignon Blanc, and showing aspects of both. It's rich in creamy oranges, peaches, lemons and limes, brightened with crisp, citrusy acidity.                                                          | White Blend                | US        | California           | Kenwood             | California |"
"I'd like a red wine, excluding Chardonnay.","| title                                                              | description                                                                                                                                                                                                                                                                                                                                                        | variety                  | country   | region       | winery       | province   |
|:-------------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------------|:----------|:-------------|:-------------|:-----------|
| Draxton 2016 Pinot Meunier Rosé (Napa Valley)                      | Not something easily found, this pink-orange wine is made from an unusual variety in its red form, let alone as a crisp, tart companion to picnic fare. Orange peel and strawberry are the highlights in this easygoing, lovable quaff.                                                                                                                            | Rosé                     | US        | Napa Valley  | Draxton      | California |
| Hendry 2005 Red Wine Red (Napa Valley)                             | Crisp acidity and firm tannins give a framework to this massively fruity, rather extracted blend of all five Bordeaux varieties. Without that structure, it would be all jammy cherries and currants. Fine now with a grilled steak, and for the next several years.                                                                                               | Bordeaux-style Red Blend | US        | Napa Valley  | Hendry       | California |
| Navarro 2013 Navarrouge Red (Mendocino)                            | Need a recommendation for a good house wine? This medium-bodied red has moderate fruit flavors, good structure from acidity and tannins, and a nice feeling of completeness. It is a catch-all blend of Zinfandel, Pinot Noir and four other grape varieties.                                                                                                      | Red Blend                | US        | Mendocino    | Navarro      | California |
| Abacela NV Vintner's Blend #9 Red Table Wine Red (Southern Oregon) | Surely there is no other Syrah-Tempranillo-Merlot-Dolcetto-Graciano-Petit Verdot-Nebbiolo-Cabernet Franc-Grenache-Muscat-Viognier-Tannat-Malbec-Cabernet Sauvignon in the world? What's it taste like? Well, red table wine is as good a description as can be offered. Racy red fruits, mineral, bitter chocolate, good grip, spicy tannins—bring on the burgers. | Red Blend                | US        | Oregon Other | Abacela      | Oregon     |
| Peter Franus 2006 Red Wine Red (Napa Valley)                       | Quite a good wine, with Cabernet-esque blackberries and black currants, and a rich toastiness from charred oak. Feels a little angular and jammy in youth. Give it two or three years in the cellar to soften and mellow.                                                                                                                                          | Bordeaux-style Red Blend | US        | Napa Valley  | Peter Franus | California |"
Can you suggest a red wine with a good balance between fruitiness and acidity?,"| title                                             | description                                                                                                                                                                                                                                                          | variety                  | country   | region         | winery         | province         |
|:--------------------------------------------------|:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------------|:----------|:---------------|:---------------|:-----------------|
| Navarro 2013 Navarrouge Red (Mendocino)           | Need a recommendation for a good house wine? This medium-bodied red has moderate fruit flavors, good structure from acidity and tannins, and a nice feeling of completeness. It is a catch-all blend of Zinfandel, Pinot Noir and four other grape varieties.        | Red Blend                | US        | Mendocino      | Navarro        | California       |
| Domaine Rotier 2014 Esquisse Red (Gaillac)        | A wine that smells so fruity, and with a soft, open texture, needs to be drunk young. This wine is all red berries coupled with acidity and some smoky tannins. It's a great idea to chill it slightly.                                                              | Red Blend                | France    | Gaillac        | Domaine Rotier | Southwest France |
| Yves Giroux 2015 Les Raidillons  (Pouilly-Fuissé) | This balanced wine, full of ripe fruits, also has good acidity and a crisp citrus edge. It conveys a warm character, the apricot freshened by lemon flavors and given a tangy aftertaste. Drink now.                                                                 | Chardonnay               | France    | Pouilly-Fuissé | Yves Giroux    | Burgundy         |
| Hendry 2005 Red Wine Red (Napa Valley)            | Crisp acidity and firm tannins give a framework to this massively fruity, rather extracted blend of all five Bordeaux varieties. Without that structure, it would be all jammy cherries and currants. Fine now with a grilled steak, and for the next several years. | Bordeaux-style Red Blend | US        | Napa Valley    | Hendry         | California       |
| Santa Rita 2005 120 Shiraz (Maipo Valley)         | If what you're looking for is a medium-weight red wine with bright fruit and bounce, this is it. It's not complex or weighty stuff; instead it's focused on jumpy cherry and raspberry flavors and a snappy feel. Totally pedestrian but good in its price category. | Shiraz                   | Chile     | Maipo Valley   | Santa Rita     | Maipo Valley     |"
Can you suggest a red wine that's both spicy and full-bodied?,"| title                                                  | description                                                                                                                                                                                                                                                       | variety   | country   | region           | winery          | province   |
|:-------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------|:----------|:-----------------|:----------------|:-----------|
| Navarro 2013 Navarrouge Red (Mendocino)                | Need a recommendation for a good house wine? This medium-bodied red has moderate fruit flavors, good structure from acidity and tannins, and a nice feeling of completeness. It is a catch-all blend of Zinfandel, Pinot Noir and four other grape varieties.     | Red Blend | US        | Mendocino        | Navarro         | California |
| Curveball 2009 Spinning Red Lot #3 Red (Sonoma County) | Teriyaki chicken and Chinese roast pork are just two umami foods that come to mind to pair with this spicy, fruity and exuberant young red wine. A Merlot-based Bordeaux blend with Sangiovese, it's rich in cherry, bacon and pepper flavors.                    | Red Blend | US        | Sonoma           | Curveball       | California |
| Hey Mambo 2013 Sultry Red (California)                 | This lightly sweet wine has an intense oaky, peppery, smoky aroma and the flavors come out the same way. The beefy, liquid-smoke character should match ribs in barbecue sauce.                                                                                   | Red Blend | US        | California       | Hey Mambo       | California |
| Bodega de Edgar 2010 El CabRhône Red (Paso Robles)     | High alcohol gives this blend chili pepper heat behind the black cherries, mocha and currants. It's a robust, heady wine that wants rich stews and roasts to pair with.                                                                                           | Red Blend | US        | Paso Robles      | Bodega de Edgar | California |
| Murrieta's Well 2014 The Spur Red (Livermore Valley)   | This wine is deeply colored, quite oaky in aroma, bold in terms of fruit flavors and has a lively texture due to good acidity and moderate tannins. The fruit has a bright quality like red cherries and cranberries and the oaky spices wind through the finish. | Red Blend | US        | Livermore Valley | Murrieta's Well | California |"
I'm curious about trying a red wine with smoky or toasty flavors. Any suggestions?,"| title                                                                                | description                                                                                                                                                                                                                                                                                                                                                                           | variety     | country   | region                  | winery            | province       |
|:-------------------------------------------------------------------------------------|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:------------|:----------|:------------------------|:------------------|:---------------|
| Hey Mambo 2013 Sultry Red (California)                                               | This lightly sweet wine has an intense oaky, peppery, smoky aroma and the flavors come out the same way. The beefy, liquid-smoke character should match ribs in barbecue sauce.                                                                                                                                                                                                       | Red Blend   | US        | California              | Hey Mambo         | California     |
| Curveball 2009 Spinning Red Lot #3 Red (Sonoma County)                               | Teriyaki chicken and Chinese roast pork are just two umami foods that come to mind to pair with this spicy, fruity and exuberant young red wine. A Merlot-based Bordeaux blend with Sangiovese, it's rich in cherry, bacon and pepper flavors.                                                                                                                                        | Red Blend   | US        | Sonoma                  | Curveball         | California     |
| Westport Winery 2012 Smoky Nor'wester Red Willow Vineyard Sangiovese (Yakima Valley) | Mostly Sangiovese, this wine appears to have seen some oxygen exposure that interferes with its blue fruit and herb aromas. It drinks quite sweet with a mixture of chocolate and cherry flavors.                                                                                                                                                                                     | Sangiovese  | US        | Yakima Valley           | Westport Winery   | Washington     |
| El Coto 1998 Crianza  (Rioja)                                                        | Smoky oak and dark cherry fruit with herb accents complement each other well in this medium-weight, even red. Leathery hints add complexity, and this tasty, straightforward Rioja never get harsh or astringent. Drink now–2004. —M.M.                                                                                                                                               | Tempranillo | Spain     | Rioja                   | El Coto           | Northern Spain |
| Foundry Vineyards 2007 Fire Red Wine Red (Walla Walla Valley (WA))                   | The Fire Red is a four grape Bordeaux blend, with an interesting flavor mix that runs through red and black berries, cassis, cedar, smoke and dark chocolate. The 21 months in barrel (French and American) shows well, and the fruit and acids balance nicely against the roasty toasty espresso in the finish. Give it an hour or two to breathe and the midpalate fills in nicely. | Red Blend   | US        | Walla Walla Valley (WA) | Foundry Vineyards | Washington     |"
What would be a good wine for a celebration?,"| title                                                                              | description                                                                                                                                                                                                                                                                                                                      | variety            | country   | region               | winery            | province   |
|:-----------------------------------------------------------------------------------|:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------|:----------|:---------------------|:------------------|:-----------|
| Gloria Ferrer 2008 Anniversary Cuvée Sparkling (Carneros)                          | Made from 100% Chardonnay, this wine is marketed to celebrate wedding anniversaries. It's as light as a feather, with a fine, silky mousse framing orange, lime, vanilla, honey and yeasty sourdough flavors. Delicious and elegant, it's a wine to toast with almost anything, including wedding cake.                          | Sparkling Blend    | US        | Carneros             | Gloria Ferrer     | California |
| Il Vino dei Padri 2009 150 Anniversario Ruché (Monferrato)                         | In homage to the 150th anniversary of Italian unification, this elegantly designed bottle sports a bright Italian flag on the label. That celebratory spirit continues thanks to the wine's aromas of sweet cherry, cola and raspberry. Its light consistency means it could be consumed slightly chilled with cod or fish soup. | Ruché              | Italy     | Monferrato           | Il Vino dei Padri | Piedmont   |
| Armstrong Family 2012 Celebration Series Cabernet Franc (Columbia Valley (WA))     | This 100% varietal wine, barrel-aged in French and American oak, offers aromas of vanilla, cranberry, cinnamon and raisinated red fruit, seeming a bit advanced for its age. The palate has tart acids and good flavor concentration, backed by somewhat blocky tannins.                                                         | Cabernet Franc     | US        | Columbia Valley (WA) | Armstrong Family  | Washington |
| Armstrong Family 2012 Celebration Series Cabernet Sauvignon (Columbia Valley (WA)) | This aromatically brooding wine offers aromas of black tea, cinnamon, herbs, licorice and dried cherry. It's full in feel, layered and rich with a lingering fruit- and herb-filled finish, and a good sense of tannic structure holding it all together.                                                                        | Cabernet Sauvignon | US        | Columbia Valley (WA) | Armstrong Family  | Washington |
| Dante 2010 Reserve Cabernet Sauvignon (California)                                 | For the price, this is a great wine for a party or an everyday dinner. It's soft, easy to drink and rich enough in cherry, berry and oak flavors to satisfy Cabernet lovers. And it's easy to find, with 10,000 cases produced.                                                                                                  | Cabernet Sauvignon | US        | California           | Dante             | California |"
Are there any red wines with a hint of chocolate or cocoa notes?,"| title                                                            | description                                                                                                                                                                                                                                                                                                             | variety        | country      | region       | winery                       | province     |
|:-----------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------|:-------------|:-------------|:-----------------------------|:-------------|
| Caccia al Piano 1868 2012 Ruit Hora  (Bolgheri)                  | Chocolate, coconut, plum and coffee aromas lead the nose on this densely concentrated wine. The monolithic palate offers black cherry, chocolate-covered coconut and oak alongside astringent tannins that dry out the mouth.                                                                                           | Red Blend      | Italy        | Bolgheri     | Caccia al Piano 1868         | Tuscany      |
| Magnum Vinhos 2011 Baton Red (Douro)                             | This is a dark chocolate and licorice flavored wine with great tannins and minerality as well as black plum fruits. It is concentrated and powerful and still so young. Dense and brooding, it will need many more years to mature, so drink from 2019.                                                                 | Portuguese Red | Portugal     | Douro        | Magnum Vinhos                | Douro        |
| Baron Philippe de Rothschild 2004 Escudo Rojo Red (Maipo Valley) | Early aromas are earthy, sort of like coffee grinds mixed with baked fruit. The palate hits with a dose of creamy milk chocolate, while later on berries and vanilla rise up. More of a plump, sweet and unctuous wine made from Cabernet Sauvignon, Carmenère, Syrah and Cabernet Franc. Imported by North Lake Wines. | Red Blend      | Chile        | Maipo Valley | Baron Philippe de Rothschild | Maipo Valley |
| Dornier 2009 The Pirate of Cocoa Hill Red (Western Cape)         | Ripe, mushy plum and black cherry guts lead the way on the nose, with secondary notes of cured meat and tree bark. Medium weight and very approachable now with dusty tannins and a solid finish.                                                                                                                       | Red Blend      | South Africa | Western Cape | Dornier                      | Western Cape |
| Quinta de Chocapalha 2009 Tinto Red (Lisboa)                     | There is a great, juicy feel to this otherwise serious and firm wine. Black fruit flavors push through the structure, offering richness as well as power. The acidity, layers of toast and an impressively fresh feel all come through strongly. It needs aging; drink from 2017.                                       | Portuguese Red | Portugal     | Lisboa       | Quinta de Chocapalha         | Lisboa       |"
Can you recommend a red wine with a balanced acidity and red fruit flavors?,"| title                                                        | description                                                                                                                                                                                                                                                              | variety   | country   | region         | winery             | province     |
|:-------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------|:----------|:---------------|:-------------------|:-------------|
| Navarro 2013 Navarrouge Red (Mendocino)                      | Need a recommendation for a good house wine? This medium-bodied red has moderate fruit flavors, good structure from acidity and tannins, and a nice feeling of completeness. It is a catch-all blend of Zinfandel, Pinot Noir and four other grape varieties.            | Red Blend | US        | Mendocino      | Navarro            | California   |
| Producta Vignobles 2013 Mission St Vincent  (Bordeaux Blanc) | The wine balances acidity and full fruitiness. These show in the lively, fresh character as well as the rich apple and pear flavors. The end shows more youthful texture, offering the chance to hold this wine until 2015.                                              | Sauvignon | France    | Bordeaux Blanc | Producta Vignobles | Bordeaux     |
| Santa Rita 2005 120 Shiraz (Maipo Valley)                    | If what you're looking for is a medium-weight red wine with bright fruit and bounce, this is it. It's not complex or weighty stuff; instead it's focused on jumpy cherry and raspberry flavors and a snappy feel. Totally pedestrian but good in its price category.     | Shiraz    | Chile     | Maipo Valley   | Santa Rita         | Maipo Valley |
| Dionysos NV Red Wine Red (Greece)                            | Aromas of bramble fruits and strawberry are followed by red and black fruit and spice in this easygoing red. Bursts of strawberry and red fruit mingle with rich spice and a dry finish. Pair with game, pasta dishes.                                                   | Red Blend | Greece    | Greece         | Dionysos           | Greece       |
| Baiocchi Wines 2012 Sharon's Vineyard Grenache (Fair Play)   | Smooth and harmonious are good descriptors for this medium-bodied, warmly fruity and well-balanced wine. It smells like plums and cherry compote, tastes substantive with more cherries and plums, and feels rich but well supported by fine tannins and subtle acidity. | Grenache  | US        | Fair Play      | Baiocchi Wines     | California   |"
I prefer white wines that are aromatic with floral or honeysuckle notes. Any suggestions?,"| title                                           | description                                                                                                                                                                                                                                                                                       | variety            | country      | region         | winery       | province       |
|:------------------------------------------------|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------|:-------------|:---------------|:-------------|:---------------|
| Eufloria NV Aromatic Blend White (Washington)   | This wine lives up to its name with generous aromas of lychee, jasmine, apricot, and honeysuckle. It drinks off dry, with mouthful of stone-fruit flavors that are easygoing and immensely enjoyable.                                                                                             | White Blend        | US           | Washington     | Eufloria     | Washington     |
| Hugel 2015 Gentil White (Alsace)                | A light touch is conveyed by aromas of honeysuckle, while the off-dry palate is balanced by fresh, citric verve. This wine has a dancing, easygoing nature marked by freshness and lightness in equal measure. Asian food flavors suggest themselves for this super-balanced, playful white.      | Alsace white blend | France       | Alsace         | Hugel        | Alsace         |
| Venge 2009 Champ des Fleurs White (Napa Valley) | An interesting white wine, with crisp acidity and dry flavors of apricots, tangerines, peaches, lemons, limes and white flowers. If you can't tell what variety it is, that's because it's a blend of Sauvignon Blanc, Chardonnay and Viognier.                                                   | White Blend        | US           | Napa Valley    | Venge        | California     |
| Miles Mossop 2007 Saskia White (Coastal Region) | Honeysuckle, spice and lime on the nose lead into juicy flavors of citrus and pineapple on the palate. A balanced combination of spicy oak, minerals and fresh fruit, the wine is both fun and unfolding. The Chenin Blanc and Viognier both have a prominent place here, but neither overpowers. | White Blend        | South Africa | Coastal Region | Miles Mossop | Coastal Region |
| Pierre Sparr 2014 One White (Alsace)            | Soft and spicy honeysuckle notes hover pleasantly. The palate shows the same aromatic overtones and has a sprightly freshness. The finish is dry and lively. Drink soon.                                                                                                                          | Alsace white blend | France       | Alsace         | Pierre Sparr | Alsace         |"
Could you suggest a white wine with a creamy texture and tropical fruit notes?,"| title                                                           | description                                                                                                                                                                                                                                                                                          | variety          | country   | region    | winery            | province   |
|:----------------------------------------------------------------|:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------------|:----------|:----------|:------------------|:-----------|
| Santo Wines 2015 Nykteri White (Santorini)                      | This wine has a banana and lemon character on the nose, followed by complex layers of vanilla, citrus and pineapple. Good mineral balance gives tis fuller bodied wine balance. A pretty white with gravitas?pair with poultry and cheese.                                                           | White Blend      | Greece    | Santorini | Santo Wines       | Santorini  |
| Kourtaki 2014 Vin de Crete White (Crete)                        | Guava/tropical fruit and spice lead the nose on this Cretan white. On the palate, it's direct and fruit-forward with a spicy oak edge. This is an easy introduction into Greek whites and a good everyday quaffer for myriad meals and flavors.                                                      | White Blend      | Greece    | Crete     | Kourtaki          | Crete      |
| J. Portugal Ramos 2012 Marquês de Borba Branco White (Alentejo) | A smooth, creamy textured wine that has both citrus and richer tropical fruits. Pineapple and lemon mingle with a more zesty acidity to give a fruity wine that could age for a few months.                                                                                                          | Portuguese White | Portugal  | Alentejo  | J. Portugal Ramos | Alentejo   |
| Casa de Santar 2007 Branco Reserva White (Dão)                  | Rich and opulent, this is a big fruity, toasty white wine. The vanilla from the wood combines with ripe peach and pineapple flavors, the acidity a hint of tangerine zest. While it is definitely full-bodied, both the full fruit and the acidity give it  very drinkable balance.                  | Portuguese White | Portugal  | Dão       | Casa de Santar    | Dão        |
| Pavlidis 2011 Thema White (Drama)                               | An alluring nose of citrus, pineapple and peach notes leads this elegant white. Fresh, flavorful and exotic, the wine offers citrus and lush fruit flavors, with a spin of acid for balance. This is very good on its own, but it will also pair well with poultry, grilled seafood or spicy dishes. | White Blend      | Greece    | Drama     | Pavlidis          | Drama      |"
Can you suggest a white wine that's crisp and has a hint of grassiness or herbaceousness?,"| title                                                                   | description                                                                                                                                                                                                                                                                                                                                              | variety          | country   | region            | winery             | province         |
|:------------------------------------------------------------------------|:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------------|:----------|:------------------|:-------------------|:-----------------|
| Seven Daughters 2015 Crisp White Winemaker's Blend White (California)   | This wine is light in body, fruity and floral in flavor and smooth on the palate. Blended from seven varietals, it has peach and jasmine aromas, very generous fruit flavors that flirt with sweetness and a lush mouthfeel.                                                                                                                             | White Blend      | US        | California        | Seven Daughters    | California       |
| Cline 2013 Estate Grown Pinot Gris (Sonoma Coast)                       | Grassy aromatically, this is a crisp, refreshing white that's slightly undefined in pear and melon. Light bodied and easy to quaff.                                                                                                                                                                                                                      | Pinot Gris       | US        | Sonoma Coast      | Cline              | California       |
| Maycas del Limari 2007 Reserva Especial Sauvignon Blanc (Limarí Valley) | Grassy and green-smelling, with hints of asparagus, green tobacco and sea air. This is true cool-climate white wine, and it shows its proximity to the ocean via aromas of green bean, asparagus and citrus. It's lean as can be, and tight as a drum. It's a terroir wine that has good freshness but could benefit from slightly more amplified fruit. | Sauvignon Blanc  | Chile     | Limarí Valley     | Maycas del Limari  | Limarí Valley    |
| Wines & Winemakers 2011 Clemens Reserva White (Vinho Verde)             | Crisp and herbaceous, this is a green-fruited wine that's light on the palate, offering delightful refreshing acidity. This is very fruity and ready to drink.                                                                                                                                                                                           | Portuguese White | Portugal  | Vinho Verde       | Wines & Winemakers | Vinho Verde      |
| Barton & Guestier 2013 Réserve Sauvignon Blanc (Côtes de Gascogne)      | A cool, fresh wine that is packed with crisp herbaceous flavors. It's as clean as a whistle and deliciously bright with lemon, pink grapefruit and gooseberry flavors. Drink now.                                                                                                                                                                        | Sauvignon Blanc  | France    | Côtes de Gascogne | Barton & Guestier  | Southwest France |"
What's a good white wine with a bright acidity and stone fruit flavors?,"| title                                                      | description                                                                                                                                                                                                                                                        | variety                 | country   | region       | winery          | province   |
|:-----------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:------------------------|:----------|:-------------|:----------------|:-----------|
| Eric Kent 2016 Cuvée Renee Sauvignon Blanc (Sonoma County) | Stone fruit and fuzz invite one into this soft silky white wine, buzzing in acidity and with an herbal backbone. Fresh and fruity, it develops into a lush experience of substance and style, finishing in a taste of vanilla bean.                                | Sauvignon Blanc         | US        | Sonoma       | Eric Kent       | California |
| Rock Point NV White Wine White (Oregon)                    | Here's a fruit-packed white wine bursting with flavors of peach and pear. The blend of 62% Muscat and 38% Viognier works beautifully. If you want plenty of fruit, a bit of sweetness, but enough acid to support a food-friendly white wine, this is your bottle. | White Blend             | US        | Oregon Other | Rock Point      | Oregon     |
| Chronic Cellars 2010 Stone Fox White (Paso Robles)         | Sugary and fruity, this Viognier-based Rhône blend is almost as sweet as a dessert wine. The mango, lime and tangerine flavors fortunately are brightened with acidity.                                                                                            | Rhône-style White Blend | US        | Paso Robles  | Chronic Cellars | California |
| Andis 2016 Cuvée Blanc White (Amador County)               | Light, fresh and fruity without being at all sweet or soft, this is a charming dry wine to serve with lunch or at wine o'clock in the afternoon. It smell like freshly cut apples and Bosc pears, tastes crisp and feels tangy and palate cleansing.               | White Blend             | US        | Amador       | Andis           | California |
| Altavins 2015 Almodí Petit White (Terra Alta)              | Stony fresh aromas of lime and grapefruit are light and clean. This blend of Garnacha Blanca, Chardonnay and Sauvignon Blanc is steady on the palate. Flavors of dry lime and wet stones are slightly pithy, while this finishes firm and dry.                     | White Blend             | Spain     | Terra Alta   | Altavins        | Catalonia  |"
Recommend a wine with hints of berry.,"| title                                                                             | description                                                                                                                                                                                                                                                          | variety            | country   | region               | winery      | province   |
|:----------------------------------------------------------------------------------|:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------|:----------|:---------------------|:------------|:-----------|
| Orfila 2011 Estate Petite Sirah                                                   | Like a liquid blueberry cobbler, this is a juicy, soft, well-integrated red wine, leathery and roundly rich. Perfect for a rib roast meal with buttery mashed potatoes, let it breathe a half-hour or two before serving.                                            | Petite Sirah       | US        | South Coast          | Orfila      | California |
| Balverne 2010 Estate Grown Pinot Noir (Russian River Valley)                      | About a second after you sip this wine, the sugary fruit hits, like the blast of a gummy bears. The wine is front-loaded with raspberries, watermelons, persimmons and strawberries, and the acidity is pretty good, but it's simply too sweet and fruity.           | Pinot Noir         | US        | Russian River Valley | Balverne    | California |
| Ghost Pines 2010 Winemaker's Blend Cabernet Sauvignon (Napa County-Sonoma County) | Soft and delicious, this is for drinking now, with a certain elegant fanciness. The blackberry, cherry, currant and oak flavors are complex and worth repeated sipping.                                                                                              | Cabernet Sauvignon | US        | Napa-Sonoma          | Ghost Pines | California |
| Four Vines 2005 Bailey Vineyard Syrah (Amador County)                             | There's plenty of ripe pie-filling fruit flavor in this dry wine. Cherries, blackberries, boysenberries and all sorts of other red fruits and berries mingle with melted chocolate, licorice and peppery spice. Turns a bit hot on the finish.                       | Syrah              | US        | Amador               | Four Vines  | California |
| Spicy Vines 2014 Barbarian Barbera (Sierra Foothills)                             | Wonderfully smooth and layered, this medium-bodied wine smells like fresh berries, tastes fruity and mildly spicy and feels silky in the mouth. The components are beautifully balanced, as fresh acidity lifts the fruitiness and mild tannins add a velvety touch. | Barbera            | US        | Sierra Foothills     | Spicy Vines | California |"
Is there a wine that is not too sweet?,"| title                                                              | description                                                                                                                                                                                                        | variety        | country   | region        | winery           | province   |
|:-------------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------|:----------|:--------------|:-----------------|:-----------|
| Lake Chelan 2010 Sweet Riesling (Lake Chelan)                      | Not really sweet, and not entirely Riesling (the blend includes 13% Gewürztraminer and 10% Pinot Gris), this off-dry wine tastes like fresh squeezed apple juice, lightly sweetened.                               | Riesling       | US        | Lake Chelan   | Lake Chelan      | Washington |
| Fox Brook NV Sweet Red Table Wine Red (California)                 | Like the label says, this red wine is sweet. It has raspberry and cherry flavors, with a pretty dusting of cinnamon spice. If sweet is your thing, drink up. The price is right.                                   | Red Blend      | US        | California    | Fox Brook        | California |
| Martin & Weyrich 2006 Moscato Allegro Muscat Canelli (Paso Robles) | The sweetness from the 10.5% residual sugar is the main thing this has going for it. The orange and vanilla flavors should be more concentrated, but it's a clean, crisp dessert wine at a fair price.             | Muscat Canelli | US        | Paso Robles   | Martin & Weyrich | California |
| Barefoot NV Refreshingly Sweet Riesling (California)               | Kudos to Gallo for letting people know this wine is sweet. That avoids a lot of confusion. The honey, tangerine and peach flavors are balanced with lots of zesty acidity. Delightful, and a great bargain.        | Riesling       | US        | California    | Barefoot         | California |
| Wellington 2007 Estate Vineyard Marsanne (Sonoma Valley)           | A little too sweet for a dry table wine, with sugary flavors of tropical citrus fruits, coconut macaroon and vanilla sponge cake. Almost a dessert wine, but clean and vibrant on the finish, and quite delicious. | Marsanne       | US        | Sonoma Valley | Wellington       | California |"
Recommend a wine with hints of oak.,"| title                                                         | description                                                                                                                                                                                                                                                                                    | variety                  | country   | region      | winery     | province   |
|:--------------------------------------------------------------|:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------------|:----------|:------------|:-----------|:-----------|
