Question,Result
What red wines would you suggest for someone who enjoys a velvety texture and soft tannins?,"| Title                                                    | Description                                                                                                                                                                                                                                                         | Variety    | Country   | Region                 | Winery                      | Province      |
| Vincent 2011 JJ Bourgogne Blanc  (Bourgogne)                   | Simple, bright white and citrus fruits give this wine a great lift from the start. There is a smooth, vanilla texture as well as a touch of minerality giving texture. The wine finishes with bright acidity.                         | Chardonnay                 | France    | Bourgogne         | Vincent            | Burgundy         |
| La Soufrandière 2012 Climat Les Quarts  (Pouilly-Vinzelles)    | The wine has good acidity, crisp green and white fruits, and a bright citrus element. Fresh and fruity, it's ready to drink, with a light mineral texture already well integrated.                                                    | Chardonnay                 | France    | Pouilly-Vinzelles | La Soufrandière    | Burgundy         |
| Henri de Villamont 2013 Grumes d'Or  (Pouilly-Fuissé)          | This attractive, steely wine has a good touch of minerality and hints of wood under the crisp lemon fruitiness. Textured with lively acidity and bright freshness, it is ready to drink.                                              | Chardonnay                 | France    | Pouilly-Fuissé    | Henri de Villamont | Burgundy         |
| Esterlin NV Blanc de Blancs Brut Chardonnay (Champagne)        | A dry wine with mature white fruit and tight acidity, this wine will take time to coax out the rich, mineral character that hides within. It's touched with toast, but freshness and fruitiness dominate for a refreshing aftertaste. | Chardonnay                 | France    | Champagne         | Esterlin           | Champagne        |
| Yvon Mau 2009 Seigneurs de Bergerac Blanc White (Bergerac Sec) | A bright, creamy wine with light acidity and flavors of green fruits, pears and a strong streak of grapefruit.                                                                                                                        | Bordeaux-style White Blend | France    | Bergerac Sec      | Yvon Mau           | Southwest France |"
Is there a wine that is not too sweet?,"| Title                                                      | Description                                                                                                                                                                              | Variety   | Country   | Region     | Winery           | Province   |
|:-----------------------------------------------------------|:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------|:----------|:-----------|:-----------------|:-----------|
| Arrow Creek 2010 Sweet Red Coastal Series Red (California) | Sweet and simple, this soft wine has sugary berry and cola flavors.                                                                                                                      | Red Blend | US        | California | Arrow Creek      | California |
| Casa Tiene Vista NV DeLuz Red (California)                 | There's little going on in this wine beyond sugary sweetness and high alcohol. There's a hint of chocolate and blackberry.                                                               | Red Blend | US        | California | Casa Tiene Vista | California |
| Two Horns 2012 A Mean Red (California)                     | Not too heavy or too rich, this medium-bodied wine has mellow spice and fruit flavors, good balance and a gentle texture. It will be perfect when you don't want to drink a blockbuster. | Red Blend | US        | California | Two Horns        | California |
| Gnarly Head 2015 Authentic Red (California)                | This lightly sweet and simple wine tastes straightforward, very fruity, soft in texture and light to medium in body.                                                                     | Red Blend | US        | California | Gnarly Head      | California |
| Fox Brook NV Sweet Red Table Wine Red (California)         | Like the label says, this red wine is sweet. It has raspberry and cherry flavors, with a pretty dusting of cinnamon spice. If sweet is your thing, drink up. The price is right.         | Red Blend | US        | California | Fox Brook        | California |"
Can you recommend a white wine that's creamy with a hint of vanilla or oak?,"| Title                                                       | Description                                                                                                                                                                                                                                                                                                                                                        | Variety     | Country   | Region              | Winery           | Province          |
|:------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:------------|:----------|:--------------------|:-----------------|:------------------|
| Teruzzi & Puthod 2006 Terre di Tufi White (Toscana)         | This popular white wine from Tuscany is aged three months in oak for extra softness and creaminess. Aromas include honey, peach and slightly roasted almond. Pair this pretty wine with spicy Indian or Thai curries.                                                                                                                                              | White Blend | Italy     | Toscana             | Teruzzi & Puthod | Tuscany           |
| Bouchaine 2012 Bouche d'Or Chardonnay (Carneros)            | A beautiful wine to pair with desserts based on white fruits or simple but delicious vanilla sponge cake. Made from late-harvested Chardonnay, it's very sweet in apricots, lemons, vanilla and buttered toast, with a brisk edge of acidity for balance.                                                                                                          | Chardonnay  | US        | Carneros            | Bouchaine        | California        |
| Astoria 2006 Crevada White (Colli di Conegliano)            | Here is a friendly, oak-aged blend with aromas of peach, vanilla, exotic fruit and butterscotch. The wine is luminous and bright and its soft, silky texture would work nicely with simple chicken or pan-fried fish in butter sauce.                                                                                                                              | White Blend | Italy     | Colli di Conegliano | Astoria          | Veneto            |
| Tua Rita 2007 Lodano White (Toscana)                        | This is a creamy and opulent oak-aged white blend from Tuscany (with equal parts Traminer, Riesling and Chardonnay) that opens with a luminous golden color and delicious aromas of exotic fruit, pineapple, yellow rose and melted butter. The wine is rich and dense with enormous intensity on the finish. Pair it with lobster, white meat or saffron risotto. | White Blend | Italy     | Toscana             | Tua Rita         | Tuscany           |
| Cantina Santadi 2008 Villa di Chiesa  (Valli di Porto Pino) | This oak-heavy blend of Chardonnay and indigenous Sicilian grapes opens with luscious tones of toasted almond, apricot and candied lemon. There's a spicy vanilla note on the close, and the wine will appeal to those who appreciate an oaky Italian white.                                                                                                       | White Blend | Italy     | Valli di Porto Pino | Cantina Santadi  | Sicily & Sardinia |"
"I'd like a red wine, excluding Chardonnay.","| Title                                                                      | Description                                                                                                                                                                                                                                             | Variety   | Country   | Region               | Winery                   | Province   |
|:---------------------------------------------------------------------------|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------|:----------|:---------------------|:-------------------------|:-----------|
| Magnificent Wine Company 2007 House Wine Red (Columbia Valley (WA))        | An all-purpose red wine, blending seven different grapes into a fruit bowl of forward berry flavors. Nothing challenging here, but the fruit is tasty and it might be compared to a nice Beaujolais—chill it and drink it outdoors on a hot summer day. | Red Blend | US        | Columbia Valley (WA) | Magnificent Wine Company | Washington |
| Red Theory 2012 Winemaker's Red (Columbia Valley (WA))                     | A straightforward wine with light notes of red and blue berries along with oak accents.                                                                                                                                                                 | Red Blend | US        | Columbia Valley (WA) | Red Theory               | Washington |
| Château de Saint-Martin 2014 Cuvée Grande Réserve Rosé (Côtes de Provence) | This is a pale-colored wine, very fruity and crisp with an impressively refreshing quality. A touch of pepper gives interest to this dry, easy-drinking wine.                                                                                           | Rosé      | France    | Côtes de Provence    | Château de Saint-Martin  | Provence   |
| Tagaris 2007 Frank Chiullino Chef Blend Red Red (Columbia Valley (WA))     | This red wine, named for the chef at the winery restaurant, is fruity and high-toned, with lots of cherry and berry flavor. All neutral oak, soft tannins, ready to drink.                                                                              | Red Blend | US        | Columbia Valley (WA) | Tagaris                  | Washington |
| Convergence Zone 2011 Squall Line Red (Red Mountain)                       | This soft red wine discloses pomegranate fruit and a liberal amount of Mediterranean herbs. It's light and easy-sipping, and should be consumed while young.                                                                                            | Red Blend | US        | Red Mountain         | Convergence Zone         | Washington |"
Can you suggest a red wine with a good balance between fruitiness and acidity?,"| Title                                                                         | Description                                                                                                                                                                                                                                    | Variety        | Country   | Region             | Winery                     | Province   |
|:------------------------------------------------------------------------------|:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------|:----------|:-------------------|:---------------------------|:-----------|
| Château les Valentines 2012 La Caprice de Clémentine Rosé (Côtes de Provence) | A deliciously crisp wine, the acidity streaking through the red berry fruits leaving a refreshing character that balances the touch of spice. Fresh, fruity and ready to drink.                                                                | Rosé           | France    | Côtes de Provence  | Château les Valentines     | Provence   |
| Domaine Parigot 2013 Les Peuillets Premier Cru  (Savigny-lès-Beaune)          | This ripe and soft wine has a great balance between the rich red berry fruits, bright cherries and acidity. The structure is full, generous and gives the wine a comfortable feel. Acidity at the end lends a fresher aspect. Drink from 2017. | Pinot Noir     | France    | Savigny-lès-Beaune | Domaine Parigot            | Burgundy   |
| Casa Agricola Santos Jorge 2014 Toutalga Red (Alentejano)                     | This is a young, fruity wine with fine acidity and plenty of red-fruit flavors. Light spice, generous tannins and a hint of wood all contribute to a balanced wine that is ready to drink.                                                     | Portuguese Red | Portugal  | Alentejano         | Casa Agricola Santos Jorge | Alentejano |
| Ruhlmann NV Harmonie Rosé Pinot Noir (Crémant d'Alsace)                       | In this soft, ripe wine, red fruits are balanced by acidity, while the gentle texture marries well with the light mousse. It's immediately attractive with its fresh aftertaste.                                                               | Pinot Noir     | France    | Crémant d'Alsace   | Ruhlmann                   | Alsace     |
| Dão Sul 2009 Cortello Tinto Red (Lisboa)                                      | Fruity red berry-flavored wine, with attractive light tannins, plenty of acidity and an earthy edge. There's a touch of pepper, the finish showing fine acidity.                                                                               | Portuguese Red | Portugal  | Lisboa             | Dão Sul                    | Lisboa     |"
Can you suggest a red wine that's both spicy and full-bodied?,"| Title                                                                 | Description                                                                                                                                                                                                                                                         | Variety        | Country   | Region     | Winery             | Province   |
|:----------------------------------------------------------------------|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------|:----------|:-----------|:-------------------|:-----------|
| Bowtie 2010 Showtime Red (California)                                 | This is a useful red wine for everyday drinking. Full-bodied and spicy, it offers plenty of berry, plum sauce and toasted wood flavors.                                                                                                                             | Red Blend      | US        | California | Bowtie             | California |
| Rare NV 4 Grape Blend Red (California)                                | Here's a good, robust red wine. It's made in a country-style, with tobacco, cherry and spice flavors and a jagged mouthfeel. Drink it with tacos and burgers.                                                                                                       | Red Blend      | US        | California | Rare               | California |
| Elyse 2010 C'Est Si Bon Red (California)                              | Here is a hearty, full-bodied and dry red blend with a vivid black cherry character and spicy accents like black pepper and fennel. Firm and quite tannic, it will pair nicely with rich meat or cheese dishes that need a little bite in the wine to balance them. | Red Blend      | US        | California | Elyse              | California |
| DFJ Vinhos 2008 Casa do Lago Red (Lisboa)                             | Bright red-fruited wine, its acidity well blended into the soft, full fruit. The wine has spice, toast, wild herbs.                                                                                                                                                 | Portuguese Red | Portugal  | Lisboa     | DFJ Vinhos         | Lisboa     |
| Wines & Winemakers 2011 Companhia das Lezírias Catapereiro Red (Tejo) | This is a spicy wine that is full of juicy red-berry fruit notes. It is soft and gentle, with a core of dry tannins that gives the wine structure. Young and fruity, it is ready to drink, but will also age. Drink until 2018.                                     | Portuguese Red | Portugal  | Tejo       | Wines & Winemakers | Tejo       |"
I'm curious about trying a red wine with smoky or toasty flavors. Any suggestions?,"| Title                                               | Description                                                                                                                                                                                                                                                                                                                        | Variety   | Country   | Region               | Winery        | Province   |
|:----------------------------------------------------|:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------|:----------|:---------------------|:--------------|:-----------|
| Dunham 2009 Trutina Red (Columbia Valley (WA))      | A blend of 60% Cabernet Sauvignon and four other grapes, this toasty red will please anyone who likes a red wine with satiny, milk chocolate goodness. The fruit and mouth-coating barrel flavors are fine, though there is just a hint of a green edge to the tannins.                                                            | Red Blend | US        | Columbia Valley (WA) | Dunham        | Washington |
| Hey Mambo 2013 Sultry Red (California)              | This lightly sweet wine has an intense oaky, peppery, smoky aroma and the flavors come out the same way. The beefy, liquid-smoke character should match ribs in barbecue sauce.                                                                                                                                                    | Red Blend | US        | California           | Hey Mambo     | California |
| Donkey & Goat 2015 The Gallivanter Red (California) | This wine is like an adventurous trek through the mountains, with wild, smoky, forest aromas, gamy, black-peppery flavors and a rugged texture that's inviting. Flavor nuances come out with each sip, yielding blackberry, blueberry and grilled steak.                                                                           | Red Blend | US        | California           | Donkey & Goat | California |
| Tassi 2004 Aquabona Red (Toscana)                   | This bold, spicy wine will appeal to those who love modern reds with thick concentration and lingering oak-driven flavors. Black cherry, prune and ripe blueberry do come into view, but the protagonist here is the oak. The wine has chewy tannins, good length on the finish and would pair with grilled meats or aged cheeses. | Red Blend | Italy     | Toscana              | Tassi         | Tuscany    |
| Rare NV 4 Grape Blend Red (California)              | Here's a good, robust red wine. It's made in a country-style, with tobacco, cherry and spice flavors and a jagged mouthfeel. Drink it with tacos and burgers.                                                                                                                                                                      | Red Blend | US        | California           | Rare          | California |"
What would be a good wine for a celebration?,"| Title                                              | Description                                                                                                                                                                                                                                                 | Variety   | Country   | Region       | Winery                 | Province      |
|:---------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------|:----------|:-------------|:-----------------------|:--------------|
| Bellini 2008 VYD Red (Toscana)                     | This is a very informal and easygoing red table wine that would taste great with pizza. It opens with a bright ruby color and shows aromas of cherry, raspberry and toasted almond.                                                                         | Red Blend | Italy     | Toscana      | Bellini                | Tuscany       |
| Risata NV Il Rosso Red (Italy)                     | This sweet, fizzy red would pair well with sweet almond cookies or spicy banana bread. It's an easy but cheerful wine to sip at the end of a long, satisfying meal.                                                                                         | Red Blend | Italy     | Italy        | Risata                 | Italy Other   |
| Castello di Montegiove 2010 Gatto Gatto  (Orvieto) | Sometimes you need a light and refreshing red wine to serve with burgers or franks. This informal wine from Umbria shows an easy bouquet that is characterized by black fruit, bacon and cured meat.                                                        | Red Blend | Italy     | Orvieto      | Castello di Montegiove | Central Italy |
| Feudo Antico 2008 Tullum Red (Abruzzo)             | This hearty red wine from central Italy would pair well with grilled meat or veal wrapped in sage leaves and sliced prosciutto ham. Loads of red berries are followed by notes of exotic spice, leather, tobacco and firm tannins. Drink in 3–5 more years. | Red Blend | Italy     | Abruzzo      | Feudo Antico           | Central Italy |
| Saladini Pilastri 2010 Piediprato  (Rosso Piceno)  | Perfect for meat dishes or grilled lamb chops, this is a lush and soft red wine that offers a cheerful and informal personality. Ripe cherry, prune and light spice make for an easy-drinking proposition.                                                  | Red Blend | Italy     | Rosso Piceno | Saladini Pilastri      | Central Italy |"
Are there any red wines with a hint of chocolate or cocoa notes?,"| Title                                                             | Description                                                                                                                                                                                                                                                                                                                                                                                       | Variety            | Country   | Region               | Winery               | Province   |
|:------------------------------------------------------------------|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------|:----------|:---------------------|:---------------------|:-----------|
| Fuligni 2005 S.J. (San Jacopo) Red (Toscana)                      | This modern red from the Montalcino area of Tuscany exhibits amazing chocolate-like intensity with dark shades of espresso bean, black cherry, vanilla, incense and strawberry cola. It has so much cherry in the mouth it recalls cherry liqueur or cherry-chocolate cake.                                                                                                                       | Red Blend          | Italy     | Toscana              | Fuligni              | Tuscany    |
| Walla Walla Vintners 2013 Bello Rosso Red (Columbia Valley (WA))  | This wine is equal parts Sangiovese and Cabernet Sauvignon. Cabernet takes the lead on the aromas, with notes of dark cherry and dried herbs along with hints of toast, coffee and cocoa. The elegant milk chocolate and cherry flavors are brightened by the Sangiovese's tart acidity.                                                                                                          | Red Blend          | US        | Columbia Valley (WA) | Walla Walla Vintners | Washington |
| O•S Winery 2006 Red Wine Red (Washington)                         | This inexpensive red wine has muscle and depth. It's chocolaty, rich and loaded with ripe, supple fruits and smooth caramel. There is plenty of coffee flavor, a sweet and broad mid-palate, and a simple but satisfying finish.                                                                                                                                                                  | Red Blend          | US        | Washington           | O•S Winery           | Washington |
| Hightower 2005 Red Mountain Red Red (Red Mountain)                | This well-crafted red wine is supple and smooth. It opens with scents of violets and berries, fills in with round, lush berry and cherry fruit flavors, then applies a wash of milk chocolate to the tannins.                                                                                                                                                                                     | Red Blend          | US        | Red Mountain         | Hightower            | Washington |
| Hourglass 2012 Blueline Vineyard Cabernet Sauvignon (Napa Valley) | An inky-deep color with a dark red rim hints at the concentration. Enticing aromas from the spice rack, milk chocolate and vanilla lead to meltingly rich fruit and cocoa flavors that are deep and focused. At first sip it's almost sweet with ripe black cherry and black currant notes, but the vivid acidity and layer of fine tannins keep it dry and balanced. It will be best after 2020. | Cabernet Sauvignon | US        | Napa Valley          | Hourglass            | California |"
Can you recommend a red wine with a balanced acidity and red fruit flavors?,"| Title                                                          | Description                                                                                                                                                                                                        | Variety        | Country   | Region        | Winery                     | Province     |
|:---------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------|:----------|:--------------|:---------------------------|:-------------|
| Casa Agricola Santos Jorge 2014 Toutalga Red (Alentejano)      | This is a young, fruity wine with fine acidity and plenty of red-fruit flavors. Light spice, generous tannins and a hint of wood all contribute to a balanced wine that is ready to drink.                         | Portuguese Red | Portugal  | Alentejano    | Casa Agricola Santos Jorge | Alentejano   |
| Barton & Guestier 2011 Bistro Pinot Noir (Ile de Beauté)       | Soft and fruity with some sweetness, this red-fruit-flavored wine is rounded and warm, crispened by acidity.                                                                                                       | Pinot Noir     | France    | Ile de Beauté | Barton & Guestier          | France Other |
| Symington Family Estates 2012 Altano Red (Douro)               | This accessible, red-fruited wine has layers of fresh acidity, soft tannins and an immediate smoothness, with subtle hints of minerality. Lively acidity and fresh fruit flavors are left to linger on the finish. | Portuguese Red | Portugal  | Douro         | Symington Family Estates   | Douro        |
| Fiuza 2016 Oceanus Red (Tejo)                                  | This is a simple, fruity wine, balanced and with red-berry fruits. It has soft tannins and a line of attractive acidity, and is ready to drink.                                                                    | Portuguese Red | Portugal  | Tejo          | Fiuza                      | Tejo         |
| J. Portugal Ramos 2015 Vila Santa Loios Tinto Red (Alentejano) | This is a fruity wine with crisp red fruits and acidity that are balanced by gentle tannins. With its warm feel, it is an easy wine that is ready to drink.                                                        | Portuguese Red | Portugal  | Alentejano    | J. Portugal Ramos          | Alentejano   |"
I prefer white wines that are aromatic with floral or honeysuckle notes. Any suggestions?,"| Title                                                | Description                                                                                                                                                                                                                                                                                                 | Variety     | Country   | Region              | Winery         | Province          |
|:-----------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:------------|:----------|:--------------------|:---------------|:------------------|
| Trabucco 2008 16 Marzo White (Falerno del Massico)   | This is an herbal, floral white wine with aromas that span from dried hay to pungent lemon blossom. It seems to give the best of itself on the bouquet, because in the mouth, this wine is fresh, compact and very easygoing.                                                                               | White Blend | Italy     | Falerno del Massico | Trabucco       | Southern Italy    |
| Tenute Soletta 2010 Kyanos White (Isola dei Nuraghi) | This blended white wine from Sardinia opens with fragrant tones of soapy spring flower, honeysuckle and peach blossom. There are touches of caramel and butterscotch as well.                                                                                                                               | White Blend | Italy     | Isola dei Nuraghi   | Tenute Soletta | Sicily & Sardinia |
| Cascata 2006 Cascade Riesling (Finger Lakes)         | This wine offers aromas of white flowers, spice and citrus. On the palate are easygoing flavors of white fruit, flowers and minerally spice. A simply good white wine with a feminine touch.                                                                                                                | Riesling    | US        | Finger Lakes        | Cascata        | New York          |
| Monte del Frá 2005 Cà del Magro  (Custoza Superiore) | One of the most attractive aspects of this fresh white blend is its structure: The wine is silky and smooth and seemingly weightless at the same time. That kind of structure is a good platform for flavors of pear, exotic fruit, honey and almond. Try it with grilled shrimp in a cilantro pesto sauce. | White Blend | Italy     | Custoza Superiore   | Monte del Frá  | Veneto            |
| Gancia NV Grand Reale White (Piedmont)               | Here is a sweet and fragrant dessert wine with aromas of white flower, honey and stone fruit accented by a slightly drying mineral characteristic. Firm, tonic effervescence keeps the palate refreshed even when paired with whipped cream or creamy fruit desserts.                                       | White Blend | Italy     | Piedmont            | Gancia         | Piedmont          |"
Could you suggest a white wine with a creamy texture and tropical fruit notes?,"| Title                                                              | Description                                                                                                                                                                                                                                                                                                 | Variety          | Country   | Region            | Winery             | Province      |
|:-------------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------------|:----------|:------------------|:-------------------|:--------------|
| J. Portugal Ramos 2012 Marquês de Borba Branco White (Alentejo)    | A smooth, creamy textured wine that has both citrus and richer tropical fruits. Pineapple and lemon mingle with a more zesty acidity to give a fruity wine that could age for a few months.                                                                                                                 | Portuguese White | Portugal  | Alentejo          | J. Portugal Ramos  | Alentejo      |
| Monte del Frá 2005 Cà del Magro  (Custoza Superiore)               | One of the most attractive aspects of this fresh white blend is its structure: The wine is silky and smooth and seemingly weightless at the same time. That kind of structure is a good platform for flavors of pear, exotic fruit, honey and almond. Try it with grilled shrimp in a cilantro pesto sauce. | White Blend      | Italy     | Custoza Superiore | Monte del Frá      | Veneto        |
| Quinta do Pinto 2008 Branco Reserva White (Lisboa)                 | Warm, rich wine with tropical flavors of mango, peach and with a ripe feel. It has weight, although the fruit does hint at crispness. There is a toast and nuts character that broadens out the interest.                                                                                                   | Portuguese White | Portugal  | Lisboa            | Quinta do Pinto    | Lisboa        |
| Salviano 2012 Salviano  (Orvieto Classico)                         | Here's a delightful and straightforward wine that opens with a delicate fragrance of white spring flowers. The palate offers notes of tropical fruit, lemon zest and a hint of clove. It has a clean, quenching finish.                                                                                     | White Blend      | Italy     | Orvieto Classico  | Salviano           | Central Italy |
| Herdade do Esporão 2008 Esporão Private Selection White (Alentejo) | A ripe, creamy Chardonnay-like wine, the tropical orange and lychee fruits pointed up with new French wood. The fresh lime acidity cuts through the richness like a knife. This is a complex wine that would profit from a year's aging.                                                                    | Portuguese White | Portugal  | Alentejo          | Herdade do Esporão | Alentejo      |"
Can you suggest a white wine that's crisp and has a hint of grassiness or herbaceousness?,"| Title                                                                           | Description                                                                                                                                                                                                                                                                                                                                              | Variety                    | Country   | Region                     | Winery                           | Province           |
|:--------------------------------------------------------------------------------|:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------------------|:----------|:---------------------------|:---------------------------------|:-------------------|
| Château Lamothe-Vincent 2006 Héritage  (Bordeaux Blanc)                         | This grassy, very herbaceous wine is all crisp green fruits. Touched by a creamy texture under a layer of freshness, it shows some good weight and structure. There is light wood that rounds it all out.                                                                                                                                                | Bordeaux-style White Blend | France    | Bordeaux Blanc             | Château Lamothe-Vincent          | Bordeaux           |
| Maycas del Limari 2007 Reserva Especial Sauvignon Blanc (Limarí Valley)         | Grassy and green-smelling, with hints of asparagus, green tobacco and sea air. This is true cool-climate white wine, and it shows its proximity to the ocean via aromas of green bean, asparagus and citrus. It's lean as can be, and tight as a drum. It's a terroir wine that has good freshness but could benefit from slightly more amplified fruit. | Sauvignon Blanc            | Chile     | Limarí Valley              | Maycas del Limari                | Limarí Valley      |
| Château Puy-Servain 2007 Marjolaine  (Montravel)                                | Full, firm white wine that gives good green fruit and pear flavors, lifted with spice from wood. The wine is round, while still retaining crispness from grassy acidity, and offers a good depth of plum skin structure and flavor.                                                                                                                      | Bordeaux-style White Blend | France    | Montravel                  | Château Puy-Servain              | Southwest France   |
| Il Roncal 2006 Pinot Grigio Pinot Grigio (Colli Orientali del Friuli)           | There's a fragrant grassy or herbal quality that is backed by copious tones of mature fruit, melon and grapefruit. This is a distinctive, personality-driven wine with a creamy, full texture that would pair with shellfish or white meat.                                                                                                              | Pinot Grigio               | Italy     | Colli Orientali del Friuli | Il Roncal                        | Northeastern Italy |
| Les Vignerons Réunis de Monségur 2015 Château Tuilerie Pagès  (Entre-Deux-Mers) | This is a crisp herbal wine, bright with acidity and marked with lemon and grapefruit tastes. It is light and bright with a mineral edge that gives it a fine texture. Drink now.                                                                                                                                                                        | Bordeaux-style White Blend | France    | Entre-Deux-Mers            | Les Vignerons Réunis de Monségur | Bordeaux           |"
What's a good white wine with a bright acidity and stone fruit flavors?,"| Title                                                        | Description                                                                                                                                                                                                                      | Variety          | Country   | Region      | Winery                       | Province   |
|:-------------------------------------------------------------|:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------------|:----------|:------------|:-----------------------------|:-----------|
| Herdade Grande 2007 Condado das Vinhas White (Alentejano)    | A rounded, soft wine, hinting at some minerality, with a white stone fruit flavor, crisply citrus. The wine only gradually shows more fruit flavor, the roundness then freshened up with acidity. There is a good final balance. | Portuguese White | Portugal  | Alentejano  | Herdade Grande               | Alentejano |
| Vincent 2011 JJ Bourgogne Blanc  (Bourgogne)                 | Simple, bright white and citrus fruits give this wine a great lift from the start. There is a smooth, vanilla texture as well as a touch of minerality giving texture. The wine finishes with bright acidity.                    | Chardonnay       | France    | Bourgogne   | Vincent                      | Burgundy   |
| Adega Cooperativa do Cartaxo 2010 Xairel Branco White (Tejo) | Fresh, apple-flavored wine, full of white fruits and a tangy, bright acidity. The wine is deliciously fresh, with stone fruit acidity on the finish.                                                                             | Portuguese White | Portugal  | Tejo        | Adega Cooperativa do Cartaxo | Tejo       |
| Domaine Sangouard-Guyot 2010 Au Brûlé  (Saint-Véran)         | A simple, white fruited wine. Its texture is light, bright, the acidity coming from a touch of wood and apple and cream fruits. Easy drinking, ready to go.                                                                      | Chardonnay       | France    | Saint-Véran | Domaine Sangouard-Guyot      | Burgundy   |
| Morey-Blanc 2007 Charmes Premier Cru  (Meursault)            | With wood and white stone fruit in fine balance, this is a ripe, full wine, the acidity lighting up the ripe flavor. The wine has a broad character, ready for drinking in a year.                                               | Chardonnay       | France    | Meursault   | Morey-Blanc                  | Burgundy   |"
Recommend a wine with hints of berry.,"| Title                                                          | Description                                                                                                                                                                                                                          | Variety                       | Country   | Region                          | Winery           | Province   |
|:---------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:------------------------------|:----------|:--------------------------------|:-----------------|:-----------|
| Speri 2008 La Roverina  (Valpolicella)                         | Bright and correct with clean berry flavors, this is a perfect red wine to pair with meat appetizers or pâtè. It delivers a thin, watery feel with loads of crisp berry freshness in the mouth.                                      | Corvina, Rondinella, Molinara | Italy     | Valpolicella                    | Speri            | Veneto     |
| Tommasi 2010 Vigneto Rafaèl  (Valpolicella Classico Superiore) | This bright wine offers delicate fruit notes of wild berry and white cherry, backed by hints of black pepper and cola. Easy on the palate, it shows a fresh point of acidity on the finish.                                          | Corvina, Rondinella, Molinara | Italy     | Valpolicella Classico Superiore | Tommasi          | Veneto     |
| Batzella 2009 Digià  (Bolgheri)                                | The wine is redolent of bright blueberry and cherry with a tonic, youthful berry feel in the mouth. This easy blend of Cabernet Sauvignon (60%), Syrah and Cabernet Franc would make the perfect companion to pizza or pasta.        | Red Blend                     | Italy     | Bolgheri                        | Batzella         | Tuscany    |
| Cantina di Soave 2011 Rocca Alata  (Valpolicella Ripasso)      | Here's a simple but well made wine, with raspberry, cherry and red currant nuances punctuated by a hint of white pepper. It's soft and ready to drink young, with a nice freshness. This will go well with mushroom-stuffed ravioli. | Red Blend                     | Italy     | Valpolicella Ripasso            | Cantina di Soave | Veneto     |
